iter	RMSE
310	1.416282831
311	1.413268209
312	1.408772416
313	1.40397246
314	1.399765344
315	1.395618592
316	1.391866703
317	1.387593974
318	1.384132645
319	1.383033014
320	1.382248295
321	1.379882017
322	1.374563675
323	1.370699389
324	1.365895704
325	1.361948466
326	1.356855915
327	1.351916354
328	1.348748933
329	1.342898323
330	1.337757686
331	1.333450962
332	1.32986571
333	1.327823063
334	1.323625767
335	1.322459494
336	1.316122973
337	1.31328855
338	1.31242847
339	1.309140719
340	1.303433122
341	1.300812372
342	1.298502171
343	1.29378014
344	1.291157569
345	1.287777599
346	1.282803969
347	1.282097333
348	1.27856416
349	1.275838868
350	1.2713427
351	1.270597179
352	1.269816352
353	1.26619882
354	1.261436699
355	1.258755543
356	1.257721583
357	1.256730385
358	1.252806543
359	1.249634844
360	1.246697686
361	1.243107648
362	1.240917638
363	1.240008123
364	1.23928979
365	1.238511814
366	1.235357878
367	1.231958497
368	1.227931474
369	1.224144494
370	1.220184649
371	1.217482831
372	1.214982978
373	1.213950521
374	1.210213289
375	1.206862817
376	1.204560199
377	1.202977127
378	1.202316453
379	1.201546131
380	1.199090064
381	1.19537945
382	1.192727547
383	1.189321466
384	1.188838769
385	1.18551398
386	1.1828669
387	1.180231909
388	1.179655369
389	1.176436598
390	1.175798533
391	1.174239146
392	1.170479003
393	1.165673523
394	1.16404562
395	1.16326806
396	1.161886553
397	1.160261525
398	1.157249388
399	1.15355814
400	1.152362328
401	1.148495035
402	1.14511957
403	1.141826072
404	1.138070413
405	1.137584622
406	1.134048805
407	1.133424691
408	1.132865609
409	1.128864227
410	1.126162624
411	1.122862266
412	1.120418849
413	1.119774708
414	1.117450656
415	1.116057482
416	1.1139037
417	1.111926069
418	1.109464323
419	1.109090137
420	1.106068045
421	1.103567234
422	1.100423785
423	1.098065364
424	1.094193426
425	1.090921062
426	1.09020154
427	1.089672132
428	1.086907718
429	1.084889716
430	1.084299293
431	1.081240026
432	1.078120391
433	1.077477018
434	1.074881843
435	1.074267487
436	1.071321781
437	1.068882046
438	1.068413913
439	1.065330572
440	1.062823958
441	1.059975913
442	1.057875788
443	1.057475164
444	1.053225078
445	1.051416186
446	1.04930922
447	1.045956011
448	1.042826429
449	1.040420756
450	1.039918947
451	1.039555104
452	1.037629798
453	1.033874342
454	1.033285724
455	1.03098594
456	1.029647211
457	1.027565179
458	1.025093838
459	1.023205659
460	1.022836218
461	1.019286732
462	1.016400231
463	1.015776503
464	1.014126679
465	1.01107532
466	1.008022328
467	1.005874241
468	1.004731227
469	1.002913051
470	1.00090347
471	0.9982990719
472	0.9961154399
473	0.9956308361
474	0.992398497
475	0.9919093993
476	0.9904845036
477	0.9882803781
478	0.9873047866
479	0.9840109503
480	0.9814202328
481	0.9775821013
482	0.975751857
483	0.9732611229
484	0.9710619094
485	0.9684840012
486	0.9658021918
487	0.9628096154
488	0.9605639654
489	0.9585034269
490	0.9570337246
491	0.9535390395
492	0.9509805336
493	0.9501841367
494	0.9465835002
495	0.9432774627
496	0.9413294685
497	0.9400481969
498	0.9380734714
499	0.9366641724
500	0.9342902246
501	0.9339090232
502	0.9324056689
503	0.931128883
504	0.9292205344
505	0.92844321
506	0.9269573976
507	0.9251950065
508	0.9236643924
509	0.9215256705
510	0.9193181631
511	0.9177310919
512	0.9160798841
513	0.9141232601
514	0.9127746019
515	0.910246412
516	0.9068943723
517	0.9049907792
518	0.9023280534
519	0.9001693398
520	0.8992037521
521	0.8987432999
522	0.8965688065
523	0.8955349834
524	0.8951505598
525	0.8929857051
526	0.8918349678
527	0.890126763
528	0.8890721686
529	0.8877523476
530	0.8863548101
531	0.8849900304
532	0.8816944185
533	0.8792670844
534	0.8762872102
535	0.8743900238
536	0.8710084699
537	0.8685567149
538	0.868307757
539	0.8661738498
540	0.8627244852
541	0.8611231396
542	0.8590184458
543	0.8566115282
544	0.8531734337
545	0.8519384804
546	0.8502588894
547	0.849174729
548	0.8478306601
549	0.8474788949
550	0.8450067751
551	0.8423852831
552	0.8420752747
553	0.838001216
554	0.8368512567
555	0.8342145982
556	0.8329875473
557	0.8325970322
558	0.8304173296
559	0.8285915539
560	0.8277112973
561	0.8258731443
562	0.8251097435
563	0.8224421525
564	0.8209762264
565	0.8189615405
566	0.8171360506
567	0.815036333
568	0.8147317026
569	0.8119526313
570	0.8099212877
571	0.8092744476
572	0.8068177051
573	0.8053454865
574	0.8042754418
575	0.8023534208
576	0.8003556927
577	0.7985493723
578	0.7962038681
579	0.7941076377
580	0.7937659368
581	0.792446485
582	0.7900534949
583	0.7880589945
584	0.7862646204
585	0.7845343205
586	0.7842253218
587	0.7838681771
588	0.7828994255
589	0.7816367397
590	0.7805447532
591	0.7795334548
592	0.7790168029
593	0.7774391723
594	0.7761862506
595	0.7746051287
596	0.7727046088
597	0.7712394889
598	0.7689365655
599	0.7671172074
600	0.7661209983
601	0.7653750971
602	0.7643488816
603	0.7623874878
604	0.7608932249
605	0.7598720933
606	0.7585454842
607	0.7568198304
608	0.755274759
609	0.7537382547
610	0.7526071885
611	0.7511869018
612	0.7487033296
613	0.747301758
614	0.7450293307
615	0.7439422173
616	0.7427830426
617	0.7394398377
618	0.7387424199
619	0.7373161559
620	0.7362312929
621	0.734073692
622	0.7317654842
623	0.7313856876
624	0.7291926915
625	0.7277308375
626	0.7258228121
627	0.7250563331
628	0.7235218913
629	0.7228717374
630	0.7216385122
631	0.7206650126
632	0.7198784523
633	0.7185308874
634	0.7166491596
635	0.7153257481
636	0.7145667032
637	0.712769781
638	0.710496281
639	0.7086234272
640	0.7073943984
641	0.7054234091
642	0.7031042724
643	0.7018932593
644	0.7002152019
645	0.6983525624
646	0.6962764684
647	0.6943105223
648	0.6927312196
649	0.6906116869
650	0.6899551893
651	0.6881609641
652	0.685787702
653	0.6835392047
654	0.6828870119
655	0.6813172138
656	0.67974247
657	0.6779924355
658	0.67634984
659	0.6755580405
660	0.674291517
661	0.673089742
662	0.6724292487
663	0.6718588685
664	0.6701499487
665	0.6691946669
666	0.6678591235
667	0.6663633958
668	0.6653322803
669	0.6645775071
670	0.6632405341
671	0.6606910351
672	0.6589063033
673	0.6575687214
674	0.6550782989
675	0.6543604209
676	0.6529471935
677	0.6516544441
678	0.6498120808
679	0.6492695071
680	0.6480172704
681	0.6474764518
682	0.6472795627
683	0.646407564
684	0.645284156
685	0.6430684305
686	0.6421535305
687	0.6411399618
688	0.6398133277
689	0.6388452851
690	0.6378739051
691	0.6365042758
692	0.6352246622
693	0.634440686
694	0.6325265678
695	0.631576865
696	0.6295192415
697	0.6288597869
698	0.6274917556
699	0.6269327162
700	0.625553117
701	0.6237347076
702	0.6229981196
703	0.6225334623
704	0.6219032332
705	0.6216774754
706	0.6199441698
707	0.6191320806
708	0.6180506225
709	0.6164517463
710	0.6151635355
711	0.6139620769
712	0.6119584765
713	0.610828679
714	0.6086911782
715	0.6074209124
716	0.6062373658
717	0.6055513881
718	0.60388972
719	0.6024377971
720	0.6009659092
721	0.600359718
722	0.5996370144
723	0.5974476144
724	0.5958275109
725	0.5941674296
726	0.5931375382
727	0.592316857
728	0.5913017135
729	0.5902852372
730	0.5893961758
731	0.5883605475
732	0.5870422524
733	0.5864714737
734	0.5858706833
735	0.5853060767
736	0.5846890513
737	0.5839773368
738	0.5827798936
739	0.5807652482
740	0.5789595858
741	0.5773056944
742	0.5765829539
743	0.5759964085
744	0.5754041113
745	0.57400606
746	0.5730633542
747	0.5721147927
748	0.5712080776
749	0.5702907999
750	0.5688938698
751	0.5673311909
752	0.5659891152
753	0.5652691932
754	0.5648416685
755	0.5638283601
756	0.5622513721
757	0.5609899123
758	0.5603155548
759	0.5589010899
760	0.5582167907
761	0.557198929
762	0.5559030166
763	0.5555341754
764	0.554265626
765	0.5528575835
766	0.5513803248
767	0.5504195691
768	0.5490811363
769	0.5477936276
770	0.5464119782
771	0.5455578685
772	0.5442804843
773	0.5435202436
774	0.5418401933
775	0.5409678488
776	0.5406530368
777	0.5388581303
778	0.5373549667
779	0.5361234127
780	0.5357497153
781	0.5346533824
782	0.5339941715
783	0.5327779476
784	0.5325873127
785	0.5313360914
786	0.5309210481
787	0.5298859302
788	0.5292316511
789	0.5283484201
790	0.527558552
791	0.5269567693
792	0.5264249622
793	0.5255387518
794	0.5249946976
795	0.5241538267
796	0.5233111686
797	0.522083559
798	0.5211419886
799	0.5197585797
800	0.5190312161
801	0.5180624335
802	0.5163604924
803	0.5155875465
804	0.5145177481
805	0.5140392992
806	0.5137659263
807	0.5124408197
808	0.5113237107
809	0.5098423199
810	0.5096011613
811	0.5085175949
812	0.5075164792
813	0.5066992043
814	0.5060014922
815	0.5046631834
816	0.5033623724
817	0.5029014718
818	0.5023592913
819	0.5013460842
820	0.500655894
821	0.4995456371
822	0.4987839804
823	0.4985134583
824	0.4979277479
825	0.4962322614
826	0.4957456566
827	0.4950293509
828	0.493527946
829	0.4927076688
830	0.4922479985
831	0.4917829965
832	0.4911411929
833	0.490379627
834	0.4899702475
835	0.4895425121
836	0.4882883264
837	0.4873937149
838	0.4860155041
839	0.4853588987
840	0.4841451517
841	0.4832960832
842	0.482133436
843	0.4818557997
844	0.4816189158
845	0.4802038813
846	0.4797960161
847	0.4790812184
848	0.4776746868
849	0.4772374296
850	0.4762591945
851	0.4757219161
852	0.4746009961
853	0.4741154787
854	0.4725394374
855	0.4715545846
856	0.4713275501
857	0.4705216791
858	0.4702542952
859	0.4695521825
860	0.4690166583
861	0.4680278198
862	0.4671944779
863	0.4668598482
864	0.4659323425
865	0.4651998137
866	0.4646889165
867	0.463540147
868	0.4628017016
869	0.4621760285
870	0.4611886197
871	0.4602670406
872	0.4592886382
873	0.4585533258
874	0.4574468842
875	0.4563765466
876	0.4555260854
877	0.4547970547
878	0.4541857494
879	0.4538246082
880	0.4525178121
881	0.4521515258
882	0.4513287171
883	0.4506451086
884	0.4495969721
885	0.4488843316
886	0.4486815487
887	0.4481014138
888	0.4475779073
889	0.4463062397
890	0.4452885648
891	0.4448278099
892	0.4442742704
893	0.4439119177
894	0.4430899327
895	0.4424079346
896	0.4413882717
897	0.4411178364
898	0.4394907495
899	0.4383516565
900	0.4378594141
901	0.4365564019
902	0.4357031462
903	0.4348995468
904	0.4339489585
905	0.4335944321
906	0.4334644023
907	0.4325936166
908	0.4323412788
909	0.4311845919
910	0.4305121735
911	0.4292621135
912	0.4285151824
913	0.4273315141
914	0.4266856174
915	0.4258961486
916	0.4254576991
917	0.4247779965
918	0.4240864922
919	0.4232851542
920	0.4227528273
921	0.4219165389
922	0.4212449162
923	0.4210881892
924	0.4199505633
925	0.4192480818
926	0.4180788305
927	0.417191556
928	0.416734764
929	0.416219298
930	0.415399781
931	0.4146306756
932	0.4141977994
933	0.4136635431
934	0.4130624647
935	0.4126390553
936	0.411836439
937	0.4113928641
938	0.4109042395
939	0.4098228914
940	0.4089392247
941	0.4081386824
942	0.4066908012
943	0.4058593803
944	0.4050275957
945	0.4047757512
946	0.4036969026
947	0.4026320419
948	0.4012469007
949	0.4000047778
950	0.3991825066
951	0.3987413143
952	0.3982212923
953	0.3980452849
954	0.3976200306
955	0.3968316087
956	0.3963132746
957	0.3960456662
958	0.3950053351
959	0.393762354
960	0.3927455157
961	0.3924588408
962	0.3920664514
963	0.3915825134
964	0.3912902653
965	0.391042118
966	0.390291551
967	0.3898464145
968	0.3892168308
969	0.3885808981
970	0.3884299338
971	0.3878041304
972	0.3872413636
973	0.386632248
974	0.3862403161
975	0.3859228073
976	0.3852789122
977	0.3849749255
978	0.3846530151
979	0.3841158383
980	0.3831351291
981	0.3826366795
982	0.3819153589
983	0.3813614995
984	0.3801409244
985	0.379176944
986	0.3784977734
987	0.3778880407
988	0.3771332164
989	0.3765460211
990	0.3757836421
991	0.3748564888
992	0.3743936257
993	0.3741221013
994	0.3729840647
995	0.3728884701
996	0.3722394215
997	0.3712801513
998	0.3710755103
999	0.3708328602
